headline,date,doc_type,material_type,section,keywords
NEWS SUMMARY,1989-06-04,article,Summary,,[]
PASTIMES: Numismatics,1989-06-25,article,News,,"['Numismatics', 'Auctions', 'Gold']"
Copper Mine Layoffs,1989-06-20,article,News,,"['Copper, Brass and Bronze', 'LAYOFFS (LABOR)', 'Gold']"
Coins Are Struck to Mark Congress's 200th,1989-06-15,article,News,,"['Numismatics', 'Gold', 'Silver']"
Shift in Testimony,1989-06-02,article,News,,"['DRUG USE IN SPORTS', 'Steroids', 'Athletics and Sports']"
BUSINESS DIGEST,1989-06-23,article,Summary,,['NO INDEX TERMS']
Northwest Air Picks a Buyer,1989-06-25,article,News,,['NO INDEX TERMS']
PASTIMES: Numismatics,1989-06-11,article,News,,['Numismatics']
Moscow Dance Judges Withhold Grand Prize,1989-06-23,article,News,,"['Awards, Decorations and Honors', 'Dancing']"
"For Any Chair, Fat or Skinny, A New Outfit",1989-06-22,article,News,,"['Furniture', 'Chairs']"
