headline,date,doc_type,material_type,section,keywords
SCREEN: 'STREETS OF GOLD',1986-11-14,article,Review,,"['Reviews', 'MOTION PICTURES']"
Platinum Falls Limit; Gold Drops Below $400,1986-11-15,article,News,,"['Gold', 'FUTURES TRADING', 'PLATINUM']"
"NUMISMATICS;
Australia Enters the Gold Bullion Market",1986-11-02,article,News,,"['Numismatics', 'Gold']"
Prices Slip on U.S. Securities,1986-11-01,article,News,,"['Finances', 'Government Bonds']"
Prices Stable in Light Trading,1986-11-29,article,News,,"['Credit', 'MONEY SUPPLY (ECONOMIC INDICATOR)']"
NO-FRILLS COSMETICS ARE AN ANSWER TO HIGH PRICE,1986-11-08,article,News,,"['COSMETICS', 'PRICES']"
Bond Yields Fall Modestly,1986-11-18,article,News,,"['INTEREST (MONEY)', 'Finances', 'Government Bonds']"
Boat-Slip Owners Buoyed by Soaring Resale Prices,1986-11-16,article,News,,"['Condominiums', 'MARINAS', 'Boats and Boating']"
ECONOMIC GAINS SPUR THE DOLLAR,1986-11-01,article,News,,"['United States Economy', 'Gold', 'Currency', 'RATES']"
Treasury Bonds Fall Sharply,1986-11-19,article,News,,"['PRICES', 'DIVIDENDS', 'Finances', 'Stocks and Bonds', 'Government Bonds']"
