headline,date,doc_type,material_type,section,keywords
"The Eagle Platinum Coin Is Selling, but Not Soaring",1997-12-21,article,News,,"['Prices (Fares, Fees and Rates)', 'NUSMISMATICS', 'PLATINUM']"
Victim Fund Gets Pledges From U.S. And Britain,1997-12-03,article,News,,[]
Aid to Seoul Leaves IMF at Its Most Stretched : Asia Chastised as Its Rescuers Dig Deep to Fund Bailout,1997-12-04,article,,,[]
BUSINESS DIGEST,1997-12-10,article,Summary,,[]
HOMESTAKE PLANS TO ADD AUSTRALIAN MINING COMPANY,1997-12-23,article,News,,"['Mergers, Acquisitions and Divestitures']"
Frugal Koreans Rush to Rescue Their Rapidly Sinking Economy,1997-12-18,article,News,,"['International Trade and World Market', 'Currency', 'Gold', 'Credit', 'Economic Conditions and Trends']"
Indulgences of the Season: Bring On the Furbelows,1997-12-04,article,News,,"['Men', 'APPAREL']"
"Personal Shopper; Gifts, $25 and Under: The Nifty and Neat",1997-12-04,article,News,,"['CHRISTMAS GIFTS', 'Gifts', 'Christmas']"
Hardship Followed Glory for a Champion,1997-12-03,article,Biography,,['Track and Field']
First Move Made to Mine Mineral Riches of Seabed,1997-12-21,article,News,,"['Mines and Mining', 'Metals and Minerals', 'Offshore Exploration and Installations', 'Oceans', 'Exploration of Resources']"
