headline,date,doc_type,material_type,section,keywords
"COMMODITIES Gold and Silver Futures Rise Sharply, Then Ease",1979-12-18,article,Archives,,"['Gold', 'Silver']"
COMMODITIES Rumors On Iran Crisis Feed Gold Futures Rise,1979-12-06,article,Archives,,['Gold']
COMMODITIES Gold Loses Early Gains Amid a Rash of Rumors,1979-12-20,article,Archives,,['Gold']
Gold and Energy Stocks Rise Sharply; Strength In Defense Issues,1979-12-14,article,Archives,,"['STOCKS AND BONDS (GENERAL)', 'STOCK PRICES AND TRADING VOLUME']"
COMMODITIES,1979-12-05,article,Archives,,[]
COMMODITIES,1979-12-07,article,Archives,,[]
CURRENCY MARKETS,1979-12-19,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
"Year's Oil Cost Up 80%, U.S. Aide Says",1979-12-13,article,Archives,,"['Oil (Petroleum) and Gasoline', 'International Trade and World Market', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
COMMODITIES,1979-12-19,article,Archives,,"['Gold', 'Silver', 'Oil (Petroleum) and Gasoline', 'International Trade and World Market']"
Asarco and Other Suppliers Lift Spot Copper Prices,1979-12-04,article,Archives,,"['Copper, Brass and Bronze', 'PRICES']"
