headline,date,doc_type,material_type,section,keywords
"Citizens of Gucci-land, Unite!",2017-09-21,article,Review,,"['Fashion and Apparel', 'Milan Fashion Week']"
"At the Paris Biennale, Buyers Want Antiques. Just Not Too Many.",2017-09-15,article,News,,"['Antiques', 'Collectors and Collections']"
Rare Necklaces and Rings Are Items to Appreciate. Just Ask Investors.,2017-09-22,article,News,,"['Jewels and Jewelry', 'High Net Worth Individuals', 'Personal Finances']"
A Very Taxing President,2017-09-30,article,Op-Ed,,"['Federal Taxes (US)', 'United States Politics and Government']"
Vintage Rolex Is What This Collector Craves,2017-09-04,article,News,,"['Watches and Clocks', 'Collectors and Collections']"
"A French Theater Impresario, Dressed for Excess",2017-09-21,article,News,,['Theater']
"The More We Connect, the Better It Gets — for Facebook",2017-09-26,article,Op-Ed,,"['Computers and the Internet', 'Mobile Applications', 'Third World and Developing Countries']"
A Luxury Building Boom Hits Montreal,2017-09-26,article,News,,"['Real Estate (Commercial)', 'Shopping and Retail']"
How to Survive the Apocalypse,2017-09-23,article,News,,"['Disasters and Emergencies', 'Silver', 'Doomsday']"
Canada Letter: Health Care Comparisons and an NYT Offer,2017-09-22,article,News,,"['Health Insurance and Managed Care', 'Mines and Mining']"
