headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: WEDNESDAY, MARCH 11, 1987",1987-03-11,article,Summary,,[]
GOLDEN BOXES WITH LUSTROUS PEDIGREES,1987-03-22,article,News,,"['Gold', 'Antiques', 'SHOWS (EXHIBITS)']"
GOOD DESIGN FOR UNDER $50,1987-03-19,article,News,,"['Beds and Bedding', 'Furniture']"
"FOR APRIL SHOWERS, A BIT OF HISTORY",1987-04-01,article,News,,[]
"NUMISMATICS;
A NOTED COLLECTION TO BE AUCTIONED",1987-03-01,article,News,,"['Numismatics', 'Auctions']"
BOOKBINDING WITH FLAIR,1987-03-19,article,News,,['Bookbinding']
"NUMISMATICS;
CANADA'S COINS PORTRAY WINTER SPORTS",1987-03-15,article,News,,"['Numismatics', 'Curling', 'Ice Skating', 'Figure Skating']"
VISA ASKS BANK MOVE ON AMERICAN EXPRESS CARD,1987-03-16,article,News,,['CREDIT CARDS AND ACCOUNTS']
"BUSINESS DIGEST: SATURDAY, MARCH 14, 1987",1987-03-14,article,Summary,,[]
"CATS, CUPS AND CURIOS",1987-03-25,article,News,,[]
