headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1994-04-27,article,Summary,,['NO INDEX TERMS']
"For U.S. Miners, the Rush Is On to Latin America",1994-04-17,article,News,,"['Mines and Mining', 'Metals and Minerals']"
Flashes in the Pan,1994-05-01,article,Review,,"['BOOK REVIEWS', 'Gold']"
Platinum at a 3 1/2-Year High; South Africa Violence Cited,1994-04-01,article,News,,"['PRICES', 'FUTURES TRADING', 'Politics and Government', 'PLATINUM', 'Demonstrations and Riots']"
Profile; Relighting the Fires at Avon Products,1994-04-03,article,Biography,,['Biographical Information']
Lumber Hits 5-Month Low On Bearish Housing View,1994-04-09,article,News,,"['Wood and Wood Products', 'Commodities', 'FUTURES TRADING']"
The World; A Nixon Legacy Devalued By a Cold War Standard,1994-05-01,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'Gold', 'Currency', 'Bretton Woods Agreement', 'Economic Conditions and Trends']"
BUSINESS DIGEST,1994-04-26,article,Summary,,['NO INDEX TERMS']
Winners and Losers: Stock Funds,1994-04-04,article,Statistics,,"['Mutual Funds', 'PROFITS (INDUSTRY-WIDE)', 'Stocks and Bonds']"
"SUNDAY, May 1, 1994; Bicycles Hit New Low",1994-05-01,article,News,,"['Bicycles and Bicycling', 'Mexican-Americans', 'Design']"
