headline,date,doc_type,material_type,section,keywords
Business Digest,1990-09-07,article,Summary,,['NO INDEX TERMS']
"Dow Up 13.12, to 2,625.74; Trading Sluggish",1990-09-13,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
  World's Markets Post Hefty Losses in Quarter,1990-10-01,article,News,,"['Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
"  In Moscow, Gulf Crisis Ranks Second",1990-09-01,article,An Analysis; News Analysis,,"['ARMAMENT, DEFENSE AND MILITARY FORCES', 'International Relations', 'MIDDLE EAST-INTERNATIONAL RELATIONS-USSR']"
  Reynolds Plans Cheaper Cigarette,1990-09-08,article,News,,"['PRICES', 'SMOKING']"
COMPANY BRIEFS,1990-09-15,article,News,,['NO INDEX TERMS']
  Rio de Janeiro's Rich Trove of Gems,1990-09-30,article,News,,"['Jewels and Jewelry', 'NYTRAVEL', 'Travel and Vacations']"
Stock Rally Is Cut Short; Dow Off by 3.96,1990-09-11,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
An $800 Million Windfall,1990-09-14,article,Op-Ed,,"['Banks and Banking', 'Savings and Loan Associations', 'Federal Aid (US)']"
  Provincial Pottery From Thai Kilns,1990-09-16,article,News,,"['Handicrafts', 'Ceramics and Pottery', 'NYTRAVEL']"
