headline,date,doc_type,material_type,section,keywords
World Gold,1980-07-18,article,Archives,,[]
World Gold,1980-07-23,article,Archives,,[]
World Gold,1980-07-04,article,Archives,,[]
World Gold,1980-07-01,article,Archives,,[]
World Gold,1980-07-12,article,Archives,,[]
World Gold,1980-07-17,article,Archives,,[]
Commodities; Institutional Investment In Gold ,1980-07-14,article,Archives,,[]
COMMODITIES Cotton Futures Climb; Coffee Continues Down; Soybean Prices Rise,1980-07-01,article,Archives,,[]
Economic Scene; The Republican Policy on Gold ,1980-08-01,article,Archives,,[]
CURRENCY MARKETS Interest Rates Lift Dollar Gold Rises in New York; Trading Called Fairly Heavy,1980-08-01,article,Archives,,[]
