headline,date,doc_type,material_type,section,keywords
Prices of Precious Metals Futures Rise,1978-05-16,article,Archives,,[]
Prices of Precious Metals Drop,1978-05-02,article,Archives,,[]
DOLLAR SHOWS RISE; GOLD UP $1 AN OUNCE,1978-05-16,article,Archives,,[]
Dollar Firms on Oil Price Freeze,1978-05-09,article,Archives,,[]
Money,1978-05-13,article,Archives,,[]
Venezuela Supports Change in the System For the Pricing of Oil,1978-05-06,article,Archives,,"['Oil (Petroleum) and Gasoline', 'International Trade and World Market', 'Currency']"
Precious Metals Gain in Late Rally,1978-05-03,article,Archives,,[]
Conventions: A Vision of Gold In the Desert,1978-05-14,article,Archives,,[]
Dollar Advances Abroad Against Key Currencies; Gold Of f $1.75 in London,1978-05-03,article,Archives,,[]
Price Curb By A.T.&T. Is Hinted,1978-05-23,article,Archives,,"['Economic Conditions and Trends', 'TELEPHONES', 'LABOR']"
