headline,date,doc_type,material_type,section,keywords
BUSINESS Digest,1978-07-22,article,Archives,,[]
CURRENCY MARKETS,1978-07-28,article,Archives,,"['COMMERCE', 'Foreign Aid', 'Currency', 'Currency']"
BUSINESS Digest,1978-08-01,article,Archives,,[]
BUSINESS Digest,1978-07-08,article,Archives,,[]
COMMODMES,1978-07-15,article,Archives,,[]
Dollar Drops Slightly On Eve of Bonn Meeting,1978-07-15,article,Archives,,[]
Dow Up by 7.97 to 839.57 As Polaroid Leads Rally,1978-07-26,article,Archives,,"['STOCKS AND BONDS (GENERAL)', 'STOCK PRICES AND TRADING VOLUME']"
CURRENCY MARKETS,1978-07-26,article,Archives,,"['Currency', 'Currency']"
BUSINESS Digest,1978-07-26,article,Archives,,[]
HIGHLIGHTS,1978-07-30,article,Archives,,['Currency']
