headline,date,doc_type,material_type,section,keywords
Watches With Their Own Little Worlds,2022-07-22,article,News,,"['Watches and Clocks', 'Jewels and Jewelry', 'your-feed-fashion']"
Canada’s Slow and Troubled Path to Rapid Transit,2022-07-09,article,News,,"['Railroads', 'Public-Private Sector Cooperation']"
Why Is There So Much Turmoil in Eastern Congo?,2022-07-01,article,News,,[]
"$425,000 Homes in North Carolina, Pennsylvania and Vermont",2022-07-27,article,News,,['Real Estate and Housing (Residential)']
I Gave Up on High Heels. What Can I Wear Instead?,2022-08-01,article,News,,"['Fashion and Apparel', 'Shoes and Boots', 'Content Type: Service']"
"Pearl by Pearl, She Built a Jewelry Career",2022-07-04,article,News,,"['Jewels and Jewelry', 'Pearls', 'Luxury Goods and Services', 'your-feed-fashion']"
Tempted by a Jeweled Tiara?,2022-07-04,article,News,,"['Jewels and Jewelry', 'Diamonds', 'Luxury Goods and Services', 'your-feed-fashion']"
Buzz Aldrin’s Space Memorabilia Sells for More Than $8 Million,2022-07-26,article,News,,"['Space and Astronomy', 'Auctions', 'Memorabilia and Souvenirs', 'Archives and Records', 'Apollo Project', 'Collectors and Collections']"
Brittney Griner Is Trapped and Alone. Where’s Your Outrage?,2022-07-15,article,Op-Ed,,"['Political Prisoners', 'United States International Relations', 'Basketball']"
A Clunky Mask May Be the Answer to Airborne Disease and N95 Waste,2022-07-03,article,News,,"['Masks', 'Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)', 'Protective Clothing and Gear', 'Hospitals', 'Shortages', 'Factories and Manufacturing']"
