headline,date,doc_type,material_type,section,keywords
Novak Djokovic Upset in First Round by Juan Martín del Potro,2016-08-08,article,News,,"['Olympic Games (2016)', 'Tennis']"
Will Simone Manuel Inspire More Black Children to Swim?,2016-08-16,article,News,,"['Swimming', 'Blacks', 'Black People', 'Olympic Games (2016)', 'Swimming Pools', 'Minorities']"
"Nina Ponomareva, Soviet Olympian Who Set Off a Diplomatic Crisis, Dies at 87",2016-08-24,article,Obituary (Obit),,"['Olympic Games', 'Track and Field', 'Deaths (Obituaries)']"
Badminton Patron and His Grandson Seek an Elusive Medal for the U.S.,2016-08-11,article,News,,"['Badminton', 'Olympic Games (2016)']"
Navajo Nation Sues E.P.A. in Poisoning of a Colorado River,2016-08-17,article,News,,"['Navajo Indians', 'Hazardous and Toxic Substances', 'Gold', 'Water Pollution', 'Rivers', 'Native Americans', 'Mines and Mining']"
"House Hunting in ... New Brunswick, Canada",2016-08-17,article,News,,['Real Estate and Housing (Residential)']
"Before Simone Biles, These Women Broke Barriers",2016-08-10,article,News,,"['Blacks', 'Black People', 'Gymnastics', 'Minorities', 'Olympic Games', 'Olympic Games (1988)', 'Olympic Games (2012)', 'Olympic Games (2016)', 'Race and Ethnicity', 'Rhythmic Gymnastics', 'Women and Girls']"
An Elegant Piece That’s Part Jewelry — and Part Cape,2016-08-10,article,News,,['Jewels and Jewelry']
Cold-Brewed Coffee Without the Hourslong Wait,2016-08-01,article,News,,"['Coffee', 'Cookware']"
The Odd Olympics: Japan’s Prime Minister Dresses Up as Mario,2016-08-18,article,News,,"['Olympic Games (2016)', 'Social Media', 'Federal Taxes (US)', 'Homosexuality and Bisexuality', 'Gymnastics']"
