headline,date,doc_type,material_type,section,keywords
"MANAGEMENT, KOREAN STYLE",1985-04-11,article,News,,"['Television Sets', 'Executives and Management', 'Television', 'COLOR TELEVISION', 'FACTORIES AND INDUSTRIAL PLANTS']"
"NUMISMATICS;

CANADA WILL RELEASE COINS FOR WINTER OLYMPICS",1985-04-28,article,News,,"['Numismatics', 'Olympic Games (1988)', 'WINTER GAMES (OLYMPICS)', 'Finances']"
"NUMISMATICS;

AUCTIONS SHOW STRENGTH IN THE MARKET",1985-04-14,article,News,,"['Numismatics', '0SALES']"
U.S. COMPANIES CUT SOME SOUTH AFRICA LINKS,1985-04-29,article,News,,"['Foreign Investments', 'United States International Relations', 'Automobiles', 'International Relations', 'Economic Conditions and Trends', 'DEMONSTRATIONS ANDRIOTS', 'Beverages']"
CUSTOM JEWELRY IN DEMAND,1985-04-14,article,News,,['TERMS NOT AVAILABLE']
SOUTH AFRICA MINE IN 'STATE OF SIEGE',1985-04-29,article,News,,"['Mines and Mining', 'LABOR', 'FOREIGN LABOR', 'Deportation', 'BLACKS (NON-US)', 'Wages and Salaries', 'Gold', 'SUSPENSIONS, DISMISSALS ANDRESIGNATIONS', 'Strikes']"
PERIPHERALS;PORTABLE COMPUTERS SHOW SIGNS OF LOSING WEIGHT,1985-04-16,article,News,,"['DATA PROCESSING', 'PERSONAL COMPUTERS']"
  METALLIC FINISH FOR SCREENS,1985-04-25,article,News,,['TERMS NOT AVAILABLE']
U.S.F.L. AFFIRMS SHIFT TO FALL SLATE,1985-04-30,article,News,,['Football']
SPORTS WORLD SPECIALS ;   John Henry's Riches,1985-04-22,article,News,,['TERMS NOT AVAILABLE']
