headline,date,doc_type,material_type,section,keywords
2 Gold Powers in Takeover Battle,1988-09-22,article,News,,"['Mines and Mining', 'Mergers, Acquisitions and Divestitures', 'Gold']"
A Takeover Battle In the Gold Fields,1988-09-25,article,News,,['TERMS NOT AVAILABLE']
Kimco Buys Campeau's Gold Circle,1988-09-08,article,News,,"['Mergers, Acquisitions and Divestitures', 'RETAIL STORES AND TRADE']"
"NUMISMATICS;
Collection of Territorial Gold Pieces Is Sold",1988-09-18,article,News,,"['Numismatics', 'Auctions']"
Gold Medal Consoles Biondi,1988-09-22,article,News,,"['Records and Achievements', 'Olympic Games (1988)', 'Swimming', 'SUMMER GAMES (OLYMPICS)']"
State Aides Issue Warning On Bogus Gold Investments,1988-09-07,article,News,,"['Frauds and Swindling', 'Mines and Mining', 'Gold']"
Ban Could Cost Plenty to Johnson,1988-09-27,article,News,,"['Olympic Games (1988)', 'ANABOLIC STEROIDS', 'SUMMER GAMES (OLYMPICS)', 'Track and Field']"
Griffith Joyner Wins More Than Gold,1988-09-30,article,News,,"['Olympic Games (1988)', 'SUMMER GAMES (OLYMPICS)', 'Track and Field']"
Bonds Fall After an Early Rise,1988-09-23,article,News,,"['INTEREST (MONEY)', 'Finances', 'Government Bonds']"
Prices of Treasury Issues Up a Bit,1988-09-21,article,News,,"['Credit', 'BOND PRICES AND TRADING VOLUME', 'Stocks and Bonds', 'Government Bonds']"
