headline,date,doc_type,material_type,section,keywords
World Gold,1980-12-19,article,Archives,,[]
World Gold,1980-12-31,article,Archives,,[]
NUMISMATICS; The 'Dean' of Dealers Coin Book Coin Calendar NUMISMATICS Gold Medallions Memorial Fund Price List Canadian Book Numismatic Institute ,1980-12-14,article,Archives,,[]
"CURRENCY MARKETS Dollar Higher, Gold Off As Rate Spiral Continues; Trading Crosscurrents Gold Off in New York, Europe ",1980-12-06,article,Archives,,[]
Economic Scene; Gold Standard As Inflation Curb ,1980-12-26,article,Archives,,[]
CURRENCY MARKETS Drops Shown by Dollar; Gold Tops $600 an Ounce; Tied to Investment Yields ,1980-12-24,article,Archives,,[]
CURRENCY MARKETS; Dollar Strengthened By U.S. Rate Outlook ,1980-12-10,article,Archives,,[]
CURRENCY MARKETS Dollar Declines Sharply On Falling Interest Rates,1980-12-23,article,Archives,,[]
"CURRENCY MARKETS Dollar Gains Broadly, But Falls Against Yen; Pound Is Off in New York ",1980-12-09,article,Archives,,[]
"CURRENCY MARKETS Dollar Rises, Gold Slips On Prime Rate Increase; Mild Reaction to Political Events",1980-12-03,article,Archives,,[]
