headline,date,doc_type,material_type,section,keywords
BRIEFS,1981-06-17,article,News,,['NO INDEX TERMS']
"Business Digest; SATURDAY, JUNE 13, 1981; The Economy",1981-06-13,article,News,,['NO INDEX TERMS']
CALIFORNIA'S INLAND AREAS FACE WAVE OF MIGRATION,1981-06-11,article,News,,['Population']
"Business Digest; TUESDAY, JUNE 30, 1981; Companies",1981-06-30,article,News,,['NO INDEX TERMS']
THE FUR TRADE: PAYING TOP DOLLAR FOR PELTS,1981-06-07,article,News,,"['PRICES', 'APPAREL']"
"AT SOUTH AFRICA'S MINES, RACE BARRIERS ARE RIGID",1981-06-09,article,News,,"['LABOR', 'Mines and Mining', 'MIGRANT LABOR', 'LICENSES', 'BLACKS (NON-US)', 'Wages and Salaries', 'Gold', 'UNFAIR LABOR PRACTICES', 'Discrimination', 'Vocational Training']"
ALLURE OF RISKY DEALS IN METALS,1981-06-15,article,News,,"['Metals and Minerals', 'Oil (Petroleum) and Gasoline', 'MILITARY EQUIPMENT', 'INVESTMENT STRATEGIES', 'UNITED STATES ARMAMENT AND DEFENSE', 'GOVERNMENT SPENDING']"
Companies,1981-07-01,article,News,,['NO INDEX TERMS']
"Data Bank, June 28, 1981",1981-06-28,article,News,,"['NO INDEX TERMS', 'Gross National Product (GNP)']"
STOCKS CONTINUE TO WEAKEN,1981-06-26,article,News,,"['Mergers, Acquisitions and Divestitures', 'Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
