headline,date,doc_type,material_type,section,keywords
"WEDNESDAY, DECEMBER 16, 1981; The Economy",1981-12-16,article,News,,['NO INDEX TERMS']
"THURSDAY, DECEMBER 17, 1981; International",1981-12-17,article,News,,['NO INDEX TERMS']
"FRIDAY, DECEMBER 11, 1981; International",1981-12-11,article,News,,['NO INDEX TERMS']
BUSINESS DIGEST,1981-12-29,article,News,,['NO INDEX TERMS']
"THURSDAY, DECEMBER 31, 1981; Companies",1981-12-31,article,Summary,,['NO INDEX TERMS']
"FRIDAY, DECEMBER 18, 1981; The Economy",1981-12-18,article,News,,['NO INDEX TERMS']
"WEDNESDAY, DECEMBER 30, 1981; The Economy",1981-12-30,article,News,,['NO INDEX TERMS']
Mine Reopening,1981-12-01,article,News,,"['Mines and Mining', 'Reserves (Natural Resources)']"
Numismatics; PROOF KRUGERRANDS BEING PROMOTED IN U.S.,1981-12-20,article,News,,"['Numismatics', 'Collectors and Collections']"
Great Basins to Sell Canada Mine Unit,1981-12-15,article,News,,"['Mergers, Acquisitions and Divestitures', 'Oil (Petroleum) and Gasoline', 'FOREIGN INVESTMENTS IN US', 'Stocks and Bonds', 'FACTORIES AND INDUSTRIAL PLANTS']"
