headline,date,doc_type,material_type,section,keywords
"Yuzuru Hanyu, Nathan Chen’s chief rival, starts his short program with a costly mistake.",2022-02-08,article,News,,[]
The Rivalries to Watch at the Beijing Olympics,2022-02-05,article,News,,[]
Ecuador Court Gives Indigenous Groups a Boost in Mining and Drilling Disputes,2022-02-05,article,News,,"['Indigenous People', 'Suits and Litigation (Civil)', 'Land Use Policies', 'Oil (Petroleum) and Gasoline', 'Mines and Mining', 'Oil Spills', 'Biodiversity']"
"The New York Times News Quiz, February 11, 2022",2022-02-11,multimedia,Interactive Feature,,['internal-sub-only']
"U.S. speedskaters are third in team pursuit, but bronze is a letdown.",2022-02-15,article,News,,"['Speedskating', 'Olympic Games (2022)']"
"Weekly News Quiz for Students: Super Bowl LVI, Trucker Protest, Ukraine",2022-02-15,multimedia,Interactive Feature,,['Content Type: Quiz']
Coming Attractions: Seven Winter Olympians to Watch in 2026,2022-02-20,article,News,,"['Content Type: Personal Profile', 'Olympic Games (2022)', 'Olympic Games (2026)']"
Your Wednesday Briefing,2022-02-09,article,briefing,,[]
Your Tuesday Briefing,2022-02-15,article,briefing,,[]
How Olympians Embraced Mental Health After Biles Showed the Way,2022-02-08,article,News,,"['Mental Health and Disorders', 'Anxiety and Stress', 'Fear (Emotion)', 'Olympic Games (2022)', 'Olympic Games (2020)', 'Athletics and Sports', 'Freestyle Skiing', 'Content Type: Personal Profile']"
