headline,date,doc_type,material_type,section,keywords
How Companies Are Getting Speedy Coronavirus Tests for Employees,2020-09-15,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Workplace Hazards and Violations', 'Labor and Jobs', 'Laboratories and Scientific Equipment', 'Prices (Fares, Fees and Rates)']"
$3 Million Homes in California,2020-09-28,article,News,,['Real Estate and Housing (Residential)']
"As the Election Looms, Investors See Uncertainty. They Don’t Like It.",2020-09-30,article,News,,"['Stocks and Bonds', 'United States Economy', 'Presidential Election of 2020', 'United States Politics and Government']"
Rat That Sniffs Out Land Mines Receives Award for Bravery,2020-09-25,article,News,,"['Rats', 'Mines, Explosive', 'Awards, Decorations and Honors', 'Rodents']"
"Even as Americans Grew Richer, Inequality Persisted",2020-09-28,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Income', 'Income Inequality', 'Stocks and Bonds', 'Wages and Salaries', 'Unemployment', 'Labor and Jobs', 'Recession and Depression', 'Black People', 'Blacks', 'Hispanic-Americans']"
Pandemic Drives Millions From Latin America’s Universities,2020-09-04,article,News,,"['Colleges and Universities', 'Tuition', 'Dropouts', 'E-Learning', 'Computers and the Internet', 'Politics and Government', 'Coronavirus (2019-nCoV)']"
Chevy’s Little Engine That Could,2020-09-10,article,News,,"['Automobiles', 'Antique and Classic Cars', 'Engines', 'Engineering and Engineers', 'Automobile Racing']"
A New York Clock That Told Time Now Tells the Time Remaining,2020-09-20,article,News,,"['Art', 'Global Warming', 'Greenhouse Gas Emissions', 'Watches and Clocks']"
How Three Artists Are Exploring Mythology and Race,2020-09-10,article,News,,"['Black People', 'Blacks', 'Art', 'Women and Girls', 'Myths and Mythical Creatures', 'Greek Civilization', 'Water', 'Religion and Belief']"
Charting an Empire: A Timeline of Trump’s Finances,2020-09-27,multimedia,Interactive Feature,,"['Trump Tax Returns', 'Federal Taxes (US)', 'Tax Credits, Deductions and Exemptions', 'Real Estate (Commercial)', 'Golf', 'Hotels and Travel Lodgings']"
