headline,date,doc_type,material_type,section,keywords
The Potter in the Bowl,1998-12-17,article,News,,['Ceramics and Pottery']
Briefcase : Brokerage Service For Small Change,1998-12-12,article,,,[]
Holiday Decorations Fit for the White House,1998-12-03,article,News,,"['White House (Washington, DC)', 'Christmas']"
Buying Beluga and Osetra,1998-12-23,article,News,,"['Caviar', 'Fish and Other Marine Life']"
Accountant Pleads Guilty To Role in Export Scheme,1998-12-12,article,News,,"['Frauds and Swindling', 'International Trade and World Market', 'Metals and Minerals']"
Poultry Ruling Opens Door To a Different Foie Gras,1998-12-30,article,News,,"['International Trade and World Market', 'Foie Gras', 'Viruses', 'Livestock Diseases', 'Poultry', 'Food']"
The View From /White Plains; Ritual Shopping Day On Road to Christmas,1998-12-06,article,News,,"['WESTCHESTER MALL (WHITE PLAINS, NY)', 'SHOPPING CENTERS', 'RETAIL STORES AND TRADE', 'Christmas']"
"Patriots Yes, Stadium Maybe Not",1998-12-13,article,News,,"['Relocation of Business', 'STADIUMS', 'Football']"
The Peninsula Hotel: A Touch of Hong Kong,1998-12-20,article,News,,"['HOTELS AND MOTELS', 'Travel and Vacations']"
"Kisangani Journal; Where War Is Forever, the Diamonds Are Cheap",1998-12-25,article,News,,"['Prices (Fares, Fees and Rates)', 'Civil War and Guerrilla Warfare', 'Diamonds']"
