headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS; Gold Continues Upward; Dollar Falls in Trading Political Unrest in South Africa British Pound Rebounds,1980-06-06,article,Archives,,[]
CURRENCY MARKETS Gold Gains on Worries Over Oil-Price Talks; Oil-Price Increase Feared Interest Rates Decline ,1980-06-10,article,Archives,,[]
CURRENCY MARKETS; Dollar Moves Lower; Gold Climbs Above $600 Industrial Production Drop ,1980-06-14,article,Archives,,[]
"Gold Issues Advance; Dow Declines by 3.5; Fox-Stanley Photo Up 1 , to 10  ",1980-06-03,article,Archives,,[]
How to Order Gold Medallions,1980-06-19,article,Archives,,[]
CURRENCY MARKETS Dollar and Gold Mixed In Lackluster Trading,1980-06-18,article,Archives,,[]
Gold-Indexed Bond Is Costly for France; Costly 'Giscard' Bonds,1980-06-30,article,Archives,,[]
"CURRENCY MARKETS Gold $650 in New York; Dollar Is Mostly Lower; Gold at $636, Up $15, in London",1980-06-28,article,Archives,,[]
COMMODITIES; Precious-Metals Futures Stage Strong Rally Gold at $556.40,1980-06-03,article,Archives,,[]
"CURRENCY MARKETS; Dollar Mixed, Gold Firm In Quiet, Cautious Trade Silver Edges Up ",1980-06-21,article,Archives,,[]
