headline,date,doc_type,material_type,section,keywords
Wonking Out: Is the Dollar’s Dominance Under Threat?,2023-02-03,article,Op-Ed,,"['International Trade and World Market', 'Economics (Theory and Philosophy)', 'internal-sub-only-nl', 'US Dollar (Currency)', 'United States Economy', 'Foreign Investments', 'Currency']"
A Ghost Appears at the Marc Jacobs Show,2023-02-03,article,News,,"['your-feed-fashion', 'Fashion and Apparel']"
The Unlikely New TikTok Influencers: Old-School Watch Dealers,2023-02-01,article,News,,"['Watches and Clocks', 'Social Media']"
‘The World’s Largest Construction Site’: The Race Is On to Rebuild Ukraine,2023-02-16,article,News,,"['Russian Invasion of Ukraine (2022)', 'Infrastructure (Public Works)', 'Building (Construction)', 'Foreign Investments', 'Venture Capital', 'Private Equity', 'vis-photo']"
"Parting Is Such Sweet Spectacle: A Collector Sells His Hirst, Koons and Calder",2023-02-14,article,News,,"['Art', 'Auctions', 'Collectors and Collections']"
How to Find a Fancy Vintage Purse,2023-02-14,article,News,,"['Fashion and Apparel', 'Shopping and Retail', 'Handbags and Purses', 'Content Type: Service']"
"Where Caviar Kaspia Goes, Fashion Follows",2023-02-15,article,News,,"['Caviar', 'Restaurants', 'New York Fashion Week', 'Parties (Social)', 'Celebrities']"
Pay and Plug: Federal Funds Spur Cleanup of Lost Oil Wells,2023-02-22,article,News,,"['National Parks, Monuments and Seashores', 'Oil (Petroleum) and Gasoline', 'Drilling and Boring', 'Engineering and Engineers', 'Federal Aid (US)', 'United States Politics and Government', 'your-feed-science']"
The Mask Mandates Did Nothing. Will Any Lessons Be Learned?,2023-02-22,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Masks', 'Research', 'Respiratory Diseases']"
"Tennis Bracelet, Anyone?",2023-02-21,article,News,,"['Jewels and Jewelry', 'Tennis', 'Fashion and Apparel']"
