headline,date,doc_type,material_type,section,keywords
Whitman Lifts a Burden From Local Governments,1996-05-09,article,News,,"['Finances', 'Law and Legislation', 'Local Government', 'Budgets and Budgeting']"
"Sunday May 5, 1996: TOASTING THE 70'S;Baaaad Is Back",1996-05-05,article,News,,"['MOTION PICTURES', 'VIOLENCE', 'Blacks', 'Black People']"
Worst Drought Since 30's Grips Plains,1996-05-20,article,News,,"['Drought', 'Livestock', 'Records and Achievements', 'Weather', 'Grain']"
"For 53, the Promise of America Fits on a Taxicab",1996-05-11,article,News,,"['Indian-Americans', 'IMMIGRATION ANDREFUGEES', 'Taxicabs and Taxicab Drivers', 'MEDALS AND MEDALLIONS', 'Pakistani-Americans', 'Bangladeshi-Americans']"
"Atlanta 1996: Olympic Profile;For Czech Athlete, Payoff Is on Field",1996-05-22,article,Biography,,"['SUMMER GAMES(OLYMPICS)', 'Biographical Information', 'Track and Field', 'Olympic Games (1996)']"
American Express Adds Broker Services At a Discount,1996-05-16,article,News,,"['Insurance', 'Mutual Funds', 'Stocks and Bonds', 'Brokers and Brokerage Firms', 'Banks and Banking']"
"David Kennedy, Ex-Treasury Chief, Dies at 90",1996-05-03,article,Obituary; Biography,,"['Biographical Information', 'DEATHS']"
DIARY,1996-05-12,article,News,,[]
G.M. Buys A Landmark Of Detroit For Its Home,1996-05-17,article,News,,"['Relocation of Business', 'Historic Buildings and Sites', 'RENAISSANCE CENTER (DETROIT, MICH)']"
Investors Look To Education As Possibility For High Flier,1996-05-29,article,News,,['Education and Schools']
