headline,date,doc_type,material_type,section,keywords
In America; Giuliani's Wild Pitches,1998-04-23,article,Op-Ed,,"['Baseball', 'STADIUMS', 'Taxation', 'Yankee Stadium (NYC)', 'Shea Stadium (NYC)']"
"INTERNATIONAL BUSINESS: Heavily Laden Black Chips; Empowerment Deals Thrive In South Africa, but Sniping And Skepticism Mount",1998-04-17,article,News,,"['Blacks', 'Black People', 'Corporations', 'Economic Conditions and Trends']"
A no-name avenue that's heaven for cooks,1998-04-05,article,News,,"['Cooking and Cookbooks', 'SHOPPING CENTERS', 'Travel and Vacations', 'RETAIL STORES AND TRADE']"
Switzerland's Lasting Demon,1998-04-12,article,News,,"['NAZI POLICIES TOWARD JEWS AND OTHER MINORITIES', 'JEWS', 'World War II (1939-45)']"
FIGURE SKATING ; A World Title Crowns Berezhnaya's Comeback,1998-04-02,article,News,,"['Ice Skating', 'Figure Skating']"
Galleries Dominate the Market : The Insider's Track To Chinese Treasures,1998-04-18,article,,,[]
Kwan Casts Caution Aside And Wins Short Program,1998-04-04,article,News,,"['Ice Skating', 'Figure Skating']"
Chasing serendipity on Queen Street,1998-04-05,article,News,,"['Travel and Vacations', 'RETAIL STORES AND TRADE']"
A Rare Fish From Southeast Asia Is the Focus of a Smuggling Inquiry,1998-04-17,article,News,,"['DRAGON FISH', 'Endangered and Extinct Species', 'Black Markets', 'Smuggling', 'Fish and Other Marine Life']"
Seashells For Love And Money,1998-04-24,article,Review,,"['SEASHELLS', 'Antiques']"
