headline,date,doc_type,material_type,section,keywords
Patterns,1997-02-18,article,News,,['APPAREL']
RESULTS PLUS,1997-02-17,article,News,,[]
Beaux-Arts Facade and 'Old King Cole' in the Bar,1997-02-16,article,News,,[]
Unmasking the Twin Problems of Race and Class in the Athletic Elite,1997-02-02,article,News,,"['Blacks', 'Black People', 'Books and Literature', 'Athletics and Sports']"
Has a State Tried Too Hard to Deregulate?,1997-02-01,article,News,,"['Prices (Fares, Fees and Rates)', 'Electric Light and Power', 'Regulation and Deregulation of Industry']"
"When Olympic Champions Moved In, They Put Simsbury on the World Map",1997-02-02,article,News,,"['Ice Skating', 'Figure Skating']"
Emblems for Reminding The Living of the Dead,1997-02-23,article,News,,"['Social Conditions and Trends', 'Death and Dying', 'Art']"
"More Than Just Food, It Offers Camaraderie",1997-02-02,article,Review,,"['Reviews', 'Restaurants']"
Pocketing The Wages Of War,1997-02-16,article,News,,['Mercenaries']
"Mergings of History, Myth and Dream",1997-02-23,article,News,,"['Reviews', 'Manuscripts', 'Art']"
