headline,date,doc_type,material_type,section,keywords
Waterford by Another Price; Will It Sell More Sweetly?,1991-06-28,article,News,,"['PRICES', 'Glassware']"
World Markets; New Highs for South African Stocks,1991-06-09,article,News,,['Stocks and Bonds']
"SHOPPER'S WORLD;
Scouting Out Asian Antiques in Honolulu",1991-06-23,article,News,,"['Antiques', 'NYTRAVEL']"
BUSINESS DIGEST,1991-06-07,article,Summary,,['NO INDEX TERMS']
Currents; Whirligig Strategic Defense System,1991-06-06,article,News,,"['Birds', 'Gardens and Gardening']"
Futures Trade Indictments,1991-06-05,article,News,,"['FUTURES TRADING', 'VIOLATIONS OF SECURITIES AND COMMODITIES REGULATIONS', 'Gold', 'Ethics', 'Brokers and Brokerage Firms', 'Silver']"
"Dow Off 1.34, to 2,975.40; Trading Is Light",1991-06-11,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
U.S. Gap In World Investing,1991-06-10,article,News,,"['Foreign Investments', 'International Trade and World Market', 'United States Economy', 'FOREIGN INVESTMENTS IN US']"
Horse Racing; Hansel Captures Belmont By a Head,1991-06-09,article,News,,"['Horse Racing', 'HANSEL (RACE HORSE)', 'Belmont Stakes']"
Wraps and Twists To Adorn the Hair,1991-06-30,article,News,,['Hair']
