headline,date,doc_type,material_type,section,keywords
"At Buccellati, Elegance Forever",2016-04-01,article,News,,['Jewels and Jewelry']
China Is the Place for Fine Jewelry Fans of Swarovski,2016-03-20,article,News,,['Jewels and Jewelry']
The Soft Call of Coral,2016-03-14,article,News,,[]
"From Estonia, the Appeal of Pearls",2016-03-20,article,News,,['Jewels and Jewelry']
Glencore’s Big Loss Reflects Hard Times for Mining Companies,2016-03-01,article,News,,"['Mines and Mining', 'Commodities', 'Company Reports']"
How Saudi Arabia Turned Its Greatest Weapon on Itself,2016-03-12,article,Op-Ed,,"['Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'International Trade and World Market', 'Economic Conditions and Trends', 'International Relations']"
"If Starwood Makes a Deal With Anbang, Can It Be Done?",2016-03-30,article,News,,"['Mergers, Acquisitions and Divestitures', 'Arbitration, Conciliation and Mediation']"
What You Need to Know About Apple’s Spring 2016 Event,2016-03-21,wirecutterarticle,,,[]
Camille Seydoux's Paris,2016-03-08,article,News,,[]
Tefaf Faces Competitive Headwinds,2016-03-11,article,News,,"['Art', 'Collectors and Collections']"
