headline,date,doc_type,material_type,section,keywords
Energy Stocks Help Dow to Rise by 7.05,1981-06-06,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"Numismatics;
MEDAL ISSUED FOR GATHERING OF HOLOCAUST SURVIVORS",1981-06-14,article,News,,"['Numismatics', 'Collectors and Collections', 'JEWS', 'JEWS', 'Conventions and Conferences', 'Auctions']"
THE DEPRESSED SILVER BUSINESS,1981-06-12,article,News,,"['INDUSTRY PROFILES', 'Silver']"
Auctions; When time really is money.,1981-06-19,article,News,,['Auctions']
"SALVAGER SEEKS DOLPHINS' AID IN SEARCH FOR TREASURE>KEY WEST, Fla., June",1981-06-23,article,News,,"['Ships and Shipping', 'Exploration and Explorers', 'Fish and Other Marine Life']"
SILVER STUDY WARNS OF REPEAT OF CHAOS,1981-06-02,article,News,,"['Gold', 'FUTURES TRADING', 'Regulation and Deregulation of Industry', 'Silver']"
1. Initial Crest,1981-06-24,article,News,,"['Hobbies', 'Handicrafts', 'Children and Youth', 'Art', 'APPAREL', 'RETAIL STORES AND TRADE', 'Puzzles', 'Games']"
BOND RALLY VIEWED CAUTIOUSLY,1981-06-08,article,News,,['Credit']
Auctions,1981-06-12,article,News,,"['Auctions', 'Art']"
Business Conditions; SOME GIVE IN COLLECTIBLES,1981-06-28,article,News,,['INVESTMENT STRATEGIES']
