headline,date,doc_type,material_type,section,keywords
Mutual Funds Outpace the Market,1990-04-05,article,News,,"['Mutual Funds', 'Stocks and Bonds']"
"Where Sites Are Rare;

Montclair Projects Echo Older Housing",1990-04-20,article,News,,['Housing']
Currents;   Don't Squeeze The Grapes,1990-04-26,article,News,,['Jewels and Jewelry']
Stocks Rally in Busy Day; Dow Up 36.26,1990-04-04,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
  New Zealand's Inventive Ceramics,1990-04-01,article,News,,"['Ceramics and Pottery', 'NYTRAVEL', 'Travel and Vacations']"
Fashion;   Shaping the Look of Things to Come,1990-04-01,article,News,,"['SHOWS (EXHIBITS)', 'APPAREL']"
"From Calvin Klein, Winning Simplicity",1990-04-04,article,News,,"['SHOWS (EXHIBITS)', 'APPAREL']"
Q and A,1990-04-01,article,Question,,['NO INDEX TERMS']
BUSINESS DIGEST,1990-04-17,article,Summary,,['NO INDEX TERMS']
Germans to Get Priceless Gospels Lost in '45,1990-05-01,article,News,,"['Robberies and Thefts', 'Manuscripts', 'Art', 'NAZI ERA', 'World War II (1939-45)']"
