headline,date,doc_type,material_type,section,keywords
"Copy of Beatles Album With Unusual History Sells for Nearly $20,000",2012-12-31,article,News,,"['Auctions', 'Rock Music']"
Doing the Shareholder Sidestep,2012-12-06,article,News,,"['Mergers, Acquisitions and Divestitures']"
What Kept China’s Search Engines Busy in 2012,2012-12-25,article,News,,"['Computers and the Internet', 'Search Engines']"
"At Brooklyn Gun Buyback, Shooting Is Not Far From the Minds of Participants",2012-12-15,article,News,,"['Firearms', 'Newtown, Conn, Shooting (2012)']"
"Modern, Before the World Was",2012-12-19,article,News,,"['Gold', 'Fashion and Apparel', 'Auctions', 'Jewels and Jewelry', 'Rock and Stone', 'Art']"
"Oh, My Goblet",2012-12-20,article,News,,"['Shopping and Retail', 'Glassware', 'Wines']"
Environment: Mapping Hot Spots of Lead Contamination Could Safeguard Children in Mining Towns,2012-12-10,article,News,,"['Children and Childhood', 'Medicine and Health', 'Mines and Mining', 'Lead']"
Forecasting Wall Street With a Finger in the Wind,2012-12-11,article,News,,[]
"Yale’s Art Gallery, Expanded, Reopens",2012-12-15,article,News,,['Art']
Holiday Balls of Fun,2012-12-06,article,News,,"['Christmas', 'Christmas Trees']"
