headline,date,doc_type,material_type,section,keywords
"ANTIQUES;
A RED BARN FULL OF TREASURES",1981-05-17,article,News,,['Antiques']
DOW SLIPS BY 1.99 IN REDUCED VOLUME,1981-05-09,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
Sharon Steel Sells Its Foremost Stake,1981-05-05,article,News,,"['FOOD AND GROCERY TRADE', 'Mines and Mining', 'Mergers, Acquisitions and Divestitures', 'Copper, Brass and Bronze', 'MILK AND MILK PRODUCTS', 'Steel and Iron', 'Stocks and Bonds']"
International,1981-05-12,article,News,,['NO INDEX TERMS']
Commodities; Limiting Contracts On Futures,1981-05-18,article,News,,"['FUTURES TRADING', 'Law and Legislation']"
"A PRIVATELY FINANCED'STING'BRINGS ARRESTS IN WATERBURY Griffin of Waterbury, Conn, in center is Ralph Raucci",1981-05-15,article,News,,"['Robberies and Thefts', 'Police', 'Crime and Criminals']"
"MONDAY, MAY 25, 1981; The Economy",1981-05-25,article,News,,['NO INDEX TERMS']
"FRIDAY, MAY 8, 1981; Markets",1981-05-08,article,News,,['NO INDEX TERMS']
Index; International,1981-05-21,article,News,,['NO INDEX TERMS']
"Antiques;
THE LURE OF MATAWAN'S MAIN ST.",1981-05-31,article,News,,['Antiques']
