headline,date,doc_type,material_type,section,keywords
"Meet the Man Tasked With Expanding Uber’s Business in New York, With a Smile",2018-11-30,article,News,,"['Car Services and Livery Cabs', 'Mobile Applications', 'Wages and Salaries']"
6 New York Jewelers to Know,2018-11-07,article,News,,"['Jewels and Jewelry', 'Shopping and Retail']"
The Canadian Jeweler Who Caught Meghan Markle’s Eye,2018-11-30,article,News,,['Jewels and Jewelry']
What Sydney Can Learn From Los Angeles About Dining,2018-11-08,article,News,,['Restaurants']
"In Singapore, Guys and Their Pateks",2018-11-22,article,News,,"['Watches and Clocks', 'Collectors and Collections', 'Millennial Generation']"
"Branzino, a Mediterranean Fish, Is Being Farmed in Connecticut",2018-11-20,article,News,,"['Fish Farming', 'Seafood', 'Water Pollution']"
"In Jewelry, Tales of Love",2018-11-30,article,News,,"['Jewels and Jewelry', 'Collectors and Collections']"
Buying to Last: Back to a Bygone Era,2018-11-17,article,News,,['Recycling of Waste Materials']
Curtains for the Clintons,2018-12-01,article,Op-Ed,,['Presidential Election of 2020']
"In China, Desperate Patients Smuggle Drugs. Or Make Their Own.",2018-11-11,article,News,,"['Smuggling', 'Drugs (Pharmaceuticals)', 'Health Insurance and Managed Care', 'Politics and Government']"
