headline,date,doc_type,material_type,section,keywords
A Financial District Tour,1997-06-20,article,News,,[]
CONDOM KNOWLEDGE,1997-06-22,article,News,,"['Containers and Packaging', 'Prices (Fares, Fees and Rates)', 'Birth Control and Family Planning']"
Germans' Slick Bookkeeping To Meet Euro Goal Is Scrapped,1997-06-04,article,News,,"['Currency', 'Finances', 'Gold', 'Budgets and Budgeting']"
Fall of 192.25 Is Worst Day Of '97 for Dow,1997-06-24,article,News,,"['Currency', 'Finances', 'Gold', 'Stocks and Bonds', 'Government Bonds', 'Dow Jones Stock Average']"
THINKING AHEAD / Commentary : Bonn Is Right to Overrule the Bankers,1997-06-03,article,,,[]
COMPANY BRIEFS,1997-06-25,article,News,,[]
Treasury Securities Take Tumble,1997-06-24,article,News,,"['Finances', 'Interest Rates', 'Government Bonds']"
"Timing the Market, and Proud of the Results",1997-06-15,article,Interview,,"['COMPANY AND ORGANIZATION PROFILES', 'Biographical Information', 'Stocks and Bonds']"
Rate Hike?Analysts Say Fed Will Stick to 'Watchful-Waiting' Stance,1997-06-30,article,,,[]
Bird Made Him a Sleuth,1997-06-29,article,News,,"['MOTION PICTURES', 'Memorabilia', 'Models and Replicas']"
