headline,date,doc_type,material_type,section,keywords
The Huawei Watch,2015-09-29,article,News,,"['Watches and Clocks', 'Wearable Computing']"
"The U.S. Open, the Toughest Ticket in Town",2015-09-03,article,News,,"['Prices (Fares, Fees and Rates)', 'Tennis']"
Resort and Tour News: Winter Trips in Yellowstone; Beer History in London,2015-09-04,article,News,,['Travel and Vacations']
Live and Kicking: Soccer Games to Watch,2015-09-07,article,News,,"['Soccer', 'UEFA European Football Championship']"
"Apple Unveils iPhone 6S, and Breaks Own Taboos With Other Offerings",2015-09-09,article,News,,"['iPad', 'iPhone']"
Restaurant Review: Anaya Sushi in New Haven Caters to Students,2015-10-01,article,Review,,"['Restaurants', 'Sushi']"
"At Moschino in SoHo, a Tweety Bird Sweater and Other Charms",2015-09-08,article,News,,"['Fashion and Apparel', 'Shopping and Retail', 'September Fashion Week (2015)']"
"Bombers, Shearling Shoes and Cool New Totes for Fall",2015-09-16,multimedia,Interactive Feature,,"['Shoes and Boots', 'Shopping and Retail', 'Fashion and Apparel', 'Handbags and Purses']"
Timex Museum Prepares to Shut Its Doors,2015-09-17,article,News,,"['Antiques', 'Watches and Clocks']"
Resort and Cruise News: Tennis With Connors; Trips in Alaska,2015-09-09,article,News,,"['Cruises', 'Travel and Vacations']"
